1,1,86.32,28.64,59.45000000000002,121.73,1,1,1.0
1,2,311.2,0.0,398.35999999999996,111.52,1,1,1.0
1,3,92.2,0.23,226.10000000000002,61.650000000000006,1,1,1.0
2,1,65.19,27.08,61.150000000000006,118.98,1,1,1.0
2,2,310.93,0.0,398.48999999999995,111.52,1,1,1.0
2,3,92.2,0.33,226.10000000000002,61.88,1,1,1.0
3,1,47.46,24.98,58.99999999999999,114.32000000000001,1,1,1.0
3,2,310.65,0.0,398.62,111.52,1,1,1.0
3,3,92.2,0.44,226.10000000000002,62.1,1,1,1.0
4,1,29.54,25.04,58.65,109.71000000000001,1,1,1.0
4,2,310.38,0.0,398.74,111.52,1,1,1.0
4,3,92.2,0.55,226.10000000000002,62.32,1,1,1.0
5,1,19.63,28.93,56.07000000000001,95.53,1,1,1.0
5,2,310.1,0.0,398.88,111.52,1,1,1.0
5,3,92.2,0.65,226.10000000000002,62.550000000000004,1,1,1.0
6,1,10.54,34.25,54.54,75.76,1,1,1.0
6,2,310.02,0.0,398.81000000000006,111.52,1,1,1.0
6,3,92.1,0.57,226.12000000000003,62.589999999999996,1,1,1.0
7,1,4.52,40.22,50.55,59.71000000000001,1,1,1.0
7,2,309.94,0.0,398.73999999999995,111.52,1,1,1.0
7,3,92.0,0.49,226.14,62.629999999999995,1,1,1.0
8,1,-2.09,43.49,47.68000000000001,43.589999999999996,1,1,1.0
8,2,309.86,0.0,398.67999999999995,111.52,1,1,1.0
8,3,91.9,0.42,226.15,62.66,1,1,1.0
9,1,-6.07,47.44,41.11,29.010000000000005,1,1,1.0
9,2,309.77,0.0,398.62,111.52,1,1,1.0
9,3,91.8,0.34,226.17000000000002,62.699999999999996,1,1,1.0
10,1,-7.5,55.87,29.8,14.869999999999997,1,1,1.0
10,4,912.7,185.41,46.69999999999993,86.39000000000001,1,1,1.0
10,2,309.69,0.0,398.55,111.52,1,1,1.0
10,3,91.7,0.26,226.19,62.74,1,1,1.0
11,4,870.3,180.3,89.61000000000001,89.5,1,1,1.0
11,2,309.61,0.0,398.48,111.52,1,1,1.0
11,3,91.6,0.18,226.21,62.77,1,1,1.0
