1,1,121.8,334.0,135.3,60.0,1,1,1.0
1,2,734.09,265.5,71.60000000000002,40.80000000000001,1,1,1.0
1,3,207.6,250.8,95.50000000000003,40.30000000000001,1,1,1.0
2,1,97.46,337.0,138.84000000000003,62.10000000000002,1,1,1.0
2,2,720.3,268.6,72.20000000000005,39.06,1,1,1.0
2,3,207.61,250.82,95.5,40.30000000000001,1,1,1.0
3,1,72.6,340.0,142.70000000000002,63.5,1,1,1.0
3,2,707.2,270.6,76.5,39.599999999999966,1,1,1.0
3,3,207.62,250.85,95.5,40.28999999999999,1,1,1.0
4,1,47.9,343.8,146.7,63.89999999999998,1,1,1.0
4,2,692.1,273.0,76.79999999999995,38.89999999999998,1,1,1.0
4,3,207.62,250.87,95.5,40.29000000000002,1,1,1.0
5,1,21.5,347.5,150.3,65.10000000000002,1,1,1.0
5,2,679.1,273.9,77.19999999999993,40.10000000000002,1,1,1.0
5,3,207.63,250.89,95.5,40.29000000000002,1,1,1.0
6,1,0.22,351.1,150.48,66.59999999999997,1,1,1.0
6,2,663.8,274.2,80.10000000000002,42.60000000000002,1,1,1.0
6,3,207.64,250.92,95.5,40.28,1,1,1.0
7,1,0.22,354.9,124.68,68.30000000000001,1,1,1.0
7,2,649.04,276.0,81.25999999999999,44.0,1,1,1.0
7,3,207.65,250.94,95.49999999999997,40.28000000000003,1,1,1.0
8,1,0.22,357.7,101.88,71.0,1,1,1.0
8,2,635.24,278.7,81.55999999999995,44.30000000000001,1,1,1.0
8,3,207.66,250.96,95.50000000000003,40.27000000000001,1,1,1.0
9,1,0.22,363.4,77.18,58.5,1,1,1.0
9,2,621.71,280.2,81.55999999999995,44.69999999999999,1,1,1.0
9,3,207.66,250.99,95.50000000000003,40.25999999999999,1,1,1.0
10,1,0.22,368.5,54.68,55.89999999999998,1,1,1.0
10,2,605.2,283.7,82.4799999999999,44.5,1,1,1.0
10,3,207.67,251.01,95.50000000000003,40.25999999999999,1,1,1.0
11,1,0.22,378.3,28.68,51.19999999999999,1,1,1.0
11,2,590.1,283.9,86.10000000000002,46.60000000000002,1,1,1.0
11,3,207.68,251.04,95.5,40.25000000000003,1,1,1.0
12,2,574.41,284.52,86.10000000000002,47.18000000000001,1,1,1.0
12,3,207.69,251.06,95.5,40.25,1,1,1.0
13,2,558.9,287.6,88.38999999999999,46.19999999999999,1,1,1.0
13,3,207.7,251.08,95.5,40.24999999999997,1,1,1.0
14,2,542.8,290.8,88.0,49.69999999999999,1,1,1.0
14,3,207.7,251.11,95.5,40.24000000000001,1,1,1.0
15,2,527.23,292.3,91.47000000000003,50.0,1,1,1.0
15,3,207.71,251.13,95.49999999999997,40.24000000000001,1,1,1.0
16,2,509.6,294.3,94.89999999999998,49.75,1,1,1.0
16,3,207.72,251.15,95.50000000000003,40.23999999999998,1,1,1.0
17,2,490.8,297.8,95.40000000000003,50.0,1,1,1.0
17,3,207.73,251.18,95.50000000000003,40.23000000000002,1,1,1.0
18,2,472.2,299.3,98.90000000000003,52.19999999999999,1,1,1.0
18,3,207.74,251.2,95.5,40.23000000000002,1,1,1.0
19,2,456.7,302.0,98.59999999999997,53.30000000000001,1,1,1.0
19,3,207.74,251.22,95.5,40.22999999999999,1,1,1.0
20,2,439.75,304.01,98.60000000000002,53.30000000000001,1,1,1.0
20,3,207.75,251.25,95.5,40.22000000000003,1,1,1.0
21,2,422.8,306.5,102.40000000000003,54.60000000000002,1,1,1.0
21,3,207.76,251.27,95.5,40.21000000000001,1,1,1.0
22,2,404.0,310.3,103.69999999999999,55.89999999999998,1,1,1.0
22,3,207.77,251.29,95.49999999999997,40.21000000000001,1,1,1.0
23,2,385.5,312.3,107.19999999999999,56.69999999999999,1,1,1.0
23,3,207.78,251.32,95.49999999999997,40.19999999999999,1,1,1.0
24,2,367.0,315.9,108.10000000000002,57.900000000000034,1,1,1.0
24,3,207.78,251.34,95.49999999999997,40.20000000000002,1,1,1.0
25,2,350.1,320.0,107.79999999999995,57.19999999999999,1,1,1.0
25,3,207.79,251.36,95.50000000000003,40.19999999999999,1,1,1.0
26,2,327.3,322.6,112.30000000000001,56.69999999999999,1,1,1.0
26,3,207.8,251.39,95.5,40.19,1,1,1.0
27,2,308.64,324.0,113.56,61.19999999999999,1,1,1.0
27,3,207.81,251.41,95.5,40.190000000000026,1,1,1.0
28,2,287.29,329.2,117.20999999999998,61.19999999999999,1,1,1.0
28,3,207.82,251.43,95.5,40.19,1,1,1.0
29,2,264.88,332.8,120.62,61.5,1,1,1.0
29,3,207.82,251.46,95.5,40.17999999999998,1,1,1.0
30,2,244.9,338.5,123.29999999999998,61.89999999999998,1,1,1.0
30,3,207.83,251.48,95.49999999999997,40.180000000000035,1,1,1.0
31,2,223.0,338.7,125.69999999999999,65.60000000000002,1,1,1.0
31,3,207.84,251.51,95.49999999999997,40.170000000000016,1,1,1.0
32,2,200.2,341.7,126.81,67.60000000000002,1,1,1.0
32,3,207.85,251.53,95.50000000000003,40.16999999999999,1,1,1.0
33,2,174.27,346.9,134.73,67.10000000000002,1,1,1.0
33,3,207.86,251.55,95.5,40.170000000000016,1,1,1.0
34,2,149.5,349.3,138.7,70.19999999999999,1,1,1.0
34,3,207.86,251.58,95.5,40.150000000000006,1,1,1.0
35,2,125.5,357.5,140.5,69.89999999999998,1,1,1.0
35,3,207.87,251.6,95.5,40.150000000000006,1,1,1.0
36,2,99.91,359.0,144.09,72.30000000000001,1,1,1.0
36,3,207.86,251.56,95.5,40.20999999999998,1,1,1.0
37,2,73.2,363.7,152.0,73.0,1,1,1.0
37,3,207.84,251.51,95.49999999999997,40.28000000000003,1,1,1.0
38,2,46.2,367.5,152.7,75.74000000000001,1,1,1.0
38,3,207.83,251.47,95.49999999999997,40.34,1,1,1.0
39,2,17.3,372.7,158.5,76.19999999999999,1,1,1.0
39,3,207.81,251.42,95.5,40.41,1,1,1.0
40,2,0.33,377.1,150.36999999999998,78.89999999999998,1,1,1.0
40,3,207.8,251.38,95.5,40.47000000000003,1,1,1.0
41,2,0.17,380.1,126.83,82.69999999999999,1,1,1.0
41,3,207.78,251.33,95.49999999999997,40.53999999999999,1,1,1.0
42,2,0.17,385.73,100.13,82.07,1,1,1.0
42,3,207.77,251.29,95.49999999999997,40.599999999999994,1,1,1.0
43,2,0.17,391.9,76.33,74.60000000000002,1,1,1.0
43,3,207.75,251.24,95.5,40.670000000000016,1,1,1.0
44,2,0.0,399.57,50.4,66.73000000000002,1,1,1.0
44,3,207.74,251.2,95.5,40.73000000000002,1,1,1.0
45,2,0.18,413.2,26.3,58.0,1,1,1.0
45,3,207.72,251.16,95.50000000000003,40.78999999999999,1,1,1.0
46,3,207.71,251.11,95.49999999999997,40.860000000000014,1,1,1.0
47,3,207.69,251.07,95.5,40.910000000000025,1,1,1.0
48,3,207.68,251.02,95.5,40.97999999999999,1,1,1.0
49,3,207.66,250.98,95.50000000000003,41.03999999999999,1,1,1.0
50,3,207.65,250.93,95.49999999999997,41.110000000000014,1,1,1.0
51,3,207.63,250.89,95.5,41.170000000000016,1,1,1.0
52,3,207.61,250.84,95.5,41.23999999999998,1,1,1.0
53,3,207.6,250.8,95.50000000000003,41.30000000000001,1,1,1.0
54,3,207.6,250.8,95.50000000000003,41.599999999999966,1,1,1.0
55,3,207.6,250.8,95.50000000000003,41.89999999999998,1,1,1.0
56,3,207.6,250.8,95.50000000000003,42.19999999999999,1,1,1.0
57,4,923.3,226.0,36.700000000000045,65.39999999999998,1,1,1.0
57,3,207.6,250.8,95.50000000000003,42.5,1,1,1.0
58,4,918.0,225.2,41.83000000000004,67.69999999999999,1,1,1.0
58,3,207.6,251.27,95.50000000000003,42.16999999999999,1,1,1.0
59,4,911.7,225.6,47.94999999999993,69.9,1,1,1.0
59,3,207.6,251.75,95.50000000000003,41.81999999999999,1,1,1.0
60,4,907.0,225.5,53.0,70.5,1,1,1.0
60,3,207.6,252.22,95.50000000000003,41.48999999999998,1,1,1.0
61,4,902.6,224.5,57.39999999999998,73.0,1,1,1.0
61,3,207.6,252.7,95.50000000000003,41.150000000000034,1,1,1.0
62,4,897.5,225.0,62.5,72.80000000000001,1,1,1.0
62,3,207.6,253.17,95.50000000000003,40.81000000000003,1,1,1.0
63,4,891.4,226.24,68.60000000000002,74.19999999999999,1,1,1.0
63,3,207.6,253.65,95.50000000000003,40.47,1,1,1.0
64,4,886.3,225.9,73.70000000000005,76.20000000000002,1,1,1.0
64,3,207.6,254.12,95.50000000000003,40.129999999999995,1,1,1.0
65,4,879.8,225.9,80.20000000000005,76.9,1,1,1.0
65,3,207.6,254.6,95.50000000000003,39.78999999999999,1,1,1.0
66,4,873.3,225.9,86.70000000000005,78.1,1,1,1.0
66,3,207.6,255.2,95.50000000000003,39.329999999999984,1,1,1.0
67,4,867.2,226.7,92.79999999999995,79.19999999999999,1,1,1.0
67,3,207.6,254.6,95.50000000000003,40.06000000000003,1,1,1.0
68,4,861.5,226.9,98.5,81.49999999999997,1,1,1.0
68,3,207.6,254.4,95.50000000000003,40.400000000000006,1,1,1.0
69,4,855.5,225.8,104.5,83.39999999999998,1,1,1.0
69,3,207.6,255.9,95.50000000000003,38.900000000000006,1,1,1.0
70,4,847.6,226.0,112.39999999999998,85.0,1,1,1.0
70,3,207.6,255.5,95.50000000000003,39.31,1,1,1.0
71,4,840.5,226.2,119.28999999999996,86.80000000000001,1,1,1.0
71,3,207.6,255.53,95.50000000000003,39.28,1,1,1.0
72,4,833.7,228.1,126.08999999999992,86.6,1,1,1.0
72,3,207.6,255.57,95.50000000000003,39.24000000000001,1,1,1.0
73,4,825.4,228.5,134.39,88.60000000000002,1,1,1.0
73,3,207.6,255.6,95.50000000000003,39.22,1,1,1.0
74,4,817.8,229.6,141.99,89.20000000000002,1,1,1.0
74,3,207.6,255.63,95.50000000000003,39.19,1,1,1.0
75,4,810.2,231.3,149.58999999999992,87.69999999999999,1,1,1.0
75,3,207.6,255.67,95.50000000000003,39.150000000000006,1,1,1.0
76,4,800.7,232.6,159.08999999999992,89.9,1,1,1.0
76,3,207.6,255.7,95.50000000000003,39.129999999999995,1,1,1.0
